block_number,flat_type,level_number,unit_id,unit_number,area_sqm,price
95C,4-Room,#18,7293,562,93,625400
95C,4-Room,#18,7311,564,93,613200
95C,4-Room,#18,7329,566,93,613200
95C,4-Room,#18,7347,568,93,613200
95C,4-Room,#18,7365,570,93,613200
95C,4-Room,#18,7383,572,93,613200
95C,4-Room,#18,7401,574,93,613200
95C,4-Room,#17,7256,558,93,623000
95C,4-Room,#17,7274,560,93,623000
95C,4-Room,#17,7292,562,93,623000
95C,4-Room,#17,7310,564,93,610800
95C,4-Room,#17,7328,566,93,610800
95C,4-Room,#17,7346,568,93,610800
95C,4-Room,#17,7364,570,93,610800
95C,4-Room,#17,7382,572,93,610800
95C,4-Room,#17,7400,574,93,610800
95C,4-Room,#16,7255,558,93,620600
95C,4-Room,#16,7273,560,93,620600
95C,4-Room,#16,7291,562,93,620600
95C,4-Room,#16,7309,564,93,608400
95C,4-Room,#16,7327,566,93,608400
95C,4-Room,#16,7345,568,93,608400
95C,4-Room,#16,7363,570,93,608400
95C,4-Room,#16,7381,572,93,608400
95C,4-Room,#16,7399,574,93,608400
95C,4-Room,#15,7254,558,93,612100
95C,4-Room,#15,7272,560,93,612100
95C,4-Room,#15,7290,562,93,612100
95C,4-Room,#15,7308,564,93,599900
95C,4-Room,#15,7326,566,93,599900
95C,4-Room,#15,7344,568,93,599900
95C,4-Room,#15,7362,570,93,599900
95C,4-Room,#15,7380,572,93,599900
95C,4-Room,#15,7398,574,93,599900
95C,4-Room,#15,7415,576,93,597500
95C,4-Room,#15,7428,578,93,597500
95C,4-Room,#14,7253,558,93,609700
95C,4-Room,#14,7271,560,93,609700
95C,4-Room,#14,7289,562,93,609700
95C,4-Room,#14,7307,564,93,597500
95C,4-Room,#14,7325,566,93,597500
95C,4-Room,#14,7343,568,93,597500
95C,4-Room,#14,7361,570,93,597500
95C,4-Room,#14,7379,572,93,597500
95C,4-Room,#14,7397,574,93,597500
95C,4-Room,#14,7414,576,93,597500
95C,4-Room,#14,7427,578,93,597500
95C,4-Room,#13,7252,558,93,607300
95C,4-Room,#13,7270,560,93,607300
95C,4-Room,#13,7288,562,93,607300
95C,4-Room,#13,7306,564,93,595100
95C,4-Room,#13,7324,566,93,595100
95C,4-Room,#13,7342,568,93,595100
95C,4-Room,#13,7360,570,93,595100
95C,4-Room,#13,7378,572,93,595100
95C,4-Room,#13,7396,574,93,595100
95C,4-Room,#13,7413,576,93,595100
95C,4-Room,#13,7426,578,93,595100
95C,4-Room,#12,7251,558,93,598800
95C,4-Room,#12,7269,560,93,598800
95C,4-Room,#12,7287,562,93,598800
95C,4-Room,#12,7305,564,93,592700
95C,4-Room,#12,7323,566,93,592700
95C,4-Room,#12,7341,568,93,592700
95C,4-Room,#12,7359,570,93,592700
95C,4-Room,#12,7377,572,93,592700
95C,4-Room,#12,7395,574,93,592700
95C,4-Room,#12,7412,576,93,592700
95C,4-Room,#12,7425,578,93,592700
95C,4-Room,#11,7250,558,93,590300
95C,4-Room,#11,7268,560,93,590300
95C,4-Room,#11,7286,562,93,590300
95C,4-Room,#11,7304,564,93,590300
95C,4-Room,#11,7322,566,93,590300
95C,4-Room,#11,7340,568,93,590300
95C,4-Room,#11,7358,570,93,590300
95C,4-Room,#11,7376,572,93,590300
95C,4-Room,#11,7394,574,93,590300
95C,4-Room,#11,7411,576,93,590300
95C,4-Room,#11,7424,578,93,590300
95C,4-Room,#10,7249,558,93,575700
95C,4-Room,#10,7267,560,93,575700
95C,4-Room,#10,7285,562,93,587900
95C,4-Room,#10,7303,564,93,587900
95C,4-Room,#10,7321,566,93,587900
95C,4-Room,#10,7339,568,93,587900
95C,4-Room,#10,7357,570,93,587900
95C,4-Room,#10,7375,572,93,587900
95C,4-Room,#10,7393,574,93,587900
95C,4-Room,#10,7410,576,93,587900
95C,4-Room,#10,7423,578,93,587900
95C,4-Room,#09,7248,558,93,573300
95C,4-Room,#09,7266,560,93,573300
95C,4-Room,#09,7284,562,93,585500
95C,4-Room,#09,7302,564,93,585500
95C,4-Room,#09,7320,566,93,585500
95C,4-Room,#09,7338,568,93,585500
95C,4-Room,#09,7356,570,93,585500
95C,4-Room,#09,7374,572,93,585500
95C,4-Room,#09,7392,574,93,585500
95C,4-Room,#09,7409,576,93,585500
95C,4-Room,#09,7422,578,93,585500
95C,4-Room,#08,7247,558,93,570900
95C,4-Room,#08,7265,560,93,570900
95C,4-Room,#08,7283,562,93,570900
95C,4-Room,#08,7301,564,93,583100
95C,4-Room,#08,7319,566,93,583100
95C,4-Room,#08,7337,568,93,583100
95C,4-Room,#08,7355,570,93,583100
95C,4-Room,#08,7373,572,93,583100
95C,4-Room,#08,7391,574,93,583100
95C,4-Room,#08,7408,576,93,583100
95C,4-Room,#08,7421,578,93,583100
95C,4-Room,#07,7246,558,93,552600
95C,4-Room,#07,7264,560,93,552600
95C,4-Room,#07,7282,562,93,552600
95C,4-Room,#07,7300,564,93,577000
95C,4-Room,#07,7318,566,93,577000
95C,4-Room,#07,7336,568,93,577000
95C,4-Room,#07,7354,570,93,577000
95C,4-Room,#07,7372,572,93,577000
95C,4-Room,#07,7390,574,93,577000
95C,4-Room,#07,7407,576,93,577000
95C,4-Room,#07,7420,578,93,577000
95C,4-Room,#06,7245,558,93,534300
95C,4-Room,#06,7263,560,93,534300
95C,4-Room,#06,7281,562,93,534300
95C,4-Room,#06,7299,564,93,570900
95C,4-Room,#06,7317,566,93,570900
95C,4-Room,#06,7335,568,93,570900
95C,4-Room,#06,7353,570,93,570900
95C,4-Room,#06,7371,572,93,570900
95C,4-Room,#06,7389,574,93,570900
95C,4-Room,#06,7406,576,93,570900
95C,4-Room,#06,7419,578,93,570900
95C,4-Room,#05,7244,558,93,528200
95C,4-Room,#05,7262,560,93,528200
95C,4-Room,#05,7280,562,93,528200
95C,4-Room,#05,7298,564,93,564800
95C,4-Room,#05,7316,566,93,564800
95C,4-Room,#05,7334,568,93,564800
95C,4-Room,#05,7352,570,93,564800
95C,4-Room,#05,7370,572,93,564800
95C,4-Room,#05,7388,574,93,564800
95C,4-Room,#05,7405,576,93,564800
95C,4-Room,#05,7418,578,93,564800
95C,4-Room,#04,7243,558,93,512900
95C,4-Room,#04,7261,560,93,519000
95C,4-Room,#04,7279,562,93,519000
95C,4-Room,#04,7297,564,93,555600
95C,4-Room,#04,7315,566,93,555600
95C,4-Room,#04,7333,568,93,555600
95C,4-Room,#04,7351,570,93,555600
95C,4-Room,#04,7369,572,93,555600
95C,4-Room,#04,7387,574,93,555600
95C,4-Room,#04,7404,576,93,555600
95C,4-Room,#04,7417,578,93,549500
95C,4-Room,#03,7242,558,93,497600
95C,4-Room,#03,7260,560,93,509800
95C,4-Room,#03,7278,562,93,509800
95C,4-Room,#03,7296,564,93,546400
95C,4-Room,#03,7314,566,93,546400
95C,4-Room,#03,7332,568,93,546400
95C,4-Room,#03,7350,570,93,546400
95C,4-Room,#03,7368,572,93,546400
95C,4-Room,#03,7386,574,93,546400
95C,4-Room,#03,7403,576,93,546400
95C,4-Room,#03,7416,578,93,534200
95C,4-Room,#02,7241,558,93,488400
95C,4-Room,#02,7259,560,93,500600
95C,4-Room,#02,7277,562,93,500600
95C,4-Room,#02,7295,564,93,537200
95C,4-Room,#02,7313,566,93,537200
95C,4-Room,#02,7331,568,93,537200
95C,4-Room,#02,7349,570,93,537200
95C,4-Room,#02,7367,572,93,537200
95C,4-Room,#02,7385,574,93,537200
97A,4-Room,#19,7446,580,93,613200
97A,4-Room,#19,7464,582,93,613200
97A,4-Room,#19,7510,588,93,613200
97A,4-Room,#19,7527,590,93,613200
97A,4-Room,#19,7545,592,93,625400
97A,4-Room,#19,7563,594,93,625400
97A,4-Room,#19,7581,596,93,613200
97A,4-Room,#19,7599,598,93,613200
97A,4-Room,#19,7617,600,93,613200
97A,4-Room,#18,7445,580,93,613200
97A,4-Room,#18,7463,582,93,613200
97A,4-Room,#18,7509,588,93,613200
97A,4-Room,#18,7526,590,93,613200
97A,4-Room,#18,7544,592,93,625400
97A,4-Room,#18,7562,594,93,625400
97A,4-Room,#18,7580,596,93,613200
97A,4-Room,#18,7598,598,93,613200
97A,4-Room,#18,7616,600,93,613200
97A,4-Room,#17,7444,580,93,610800
97A,4-Room,#17,7462,582,93,610800
97A,4-Room,#17,7508,588,93,610800
97A,4-Room,#17,7525,590,93,610800
97A,4-Room,#17,7543,592,93,623000
97A,4-Room,#17,7561,594,93,623000
97A,4-Room,#17,7579,596,93,610800
97A,4-Room,#17,7597,598,93,610800
97A,4-Room,#17,7615,600,93,610800
97A,4-Room,#16,7443,580,93,608400
97A,4-Room,#16,7461,582,93,608400
97A,4-Room,#16,7507,588,93,608400
97A,4-Room,#16,7524,590,93,608400
97A,4-Room,#16,7542,592,93,620600
97A,4-Room,#16,7560,594,93,620600
97A,4-Room,#16,7578,596,93,608400
97A,4-Room,#16,7596,598,93,608400
97A,4-Room,#16,7614,600,93,608400
97A,4-Room,#15,7442,580,93,599900
97A,4-Room,#15,7460,582,93,599900
97A,4-Room,#15,7478,584,93,597500
97A,4-Room,#15,7492,586,93,597500
97A,4-Room,#15,7506,588,93,599900
97A,4-Room,#15,7523,590,93,599900
97A,4-Room,#15,7541,592,93,612100
97A,4-Room,#15,7559,594,93,612100
97A,4-Room,#15,7577,596,93,599900
97A,4-Room,#15,7595,598,93,599900
97A,4-Room,#15,7613,600,93,599900
97A,4-Room,#14,7441,580,93,597500
97A,4-Room,#14,7459,582,93,597500
97A,4-Room,#14,7477,584,93,597500
97A,4-Room,#14,7491,586,93,597500
97A,4-Room,#14,7505,588,93,597500
97A,4-Room,#14,7522,590,93,597500
97A,4-Room,#14,7540,592,93,609700
97A,4-Room,#14,7558,594,93,609700
97A,4-Room,#14,7576,596,93,597500
97A,4-Room,#14,7594,598,93,597500
97A,4-Room,#14,7612,600,93,597500
97A,4-Room,#13,7440,580,93,595100
97A,4-Room,#13,7458,582,93,595100
97A,4-Room,#13,7476,584,93,595100
97A,4-Room,#13,7490,586,93,595100
97A,4-Room,#13,7504,588,93,595100
97A,4-Room,#13,7521,590,93,595100
97A,4-Room,#13,7539,592,93,607300
97A,4-Room,#13,7557,594,93,607300
97A,4-Room,#13,7575,596,93,595100
97A,4-Room,#13,7593,598,93,595100
97A,4-Room,#13,7611,600,93,595100
97A,4-Room,#12,7439,580,93,592700
97A,4-Room,#12,7457,582,93,592700
97A,4-Room,#12,7475,584,93,592700
97A,4-Room,#12,7489,586,93,592700
97A,4-Room,#12,7503,588,93,592700
97A,4-Room,#12,7520,590,93,592700
97A,4-Room,#12,7538,592,93,598800
97A,4-Room,#12,7556,594,93,598800
97A,4-Room,#12,7574,596,93,592700
97A,4-Room,#12,7592,598,93,592700
97A,4-Room,#12,7610,600,93,592700
97A,4-Room,#11,7438,580,93,590300
97A,4-Room,#11,7456,582,93,590300
97A,4-Room,#11,7474,584,93,590300
97A,4-Room,#11,7488,586,93,590300
97A,4-Room,#11,7502,588,93,590300
97A,4-Room,#11,7519,590,93,590300
97A,4-Room,#11,7537,592,93,590300
97A,4-Room,#11,7555,594,93,590300
97A,4-Room,#11,7573,596,93,590300
97A,4-Room,#11,7591,598,93,590300
97A,4-Room,#11,7609,600,93,590300
97A,4-Room,#10,7437,580,93,587900
97A,4-Room,#10,7455,582,93,587900
97A,4-Room,#10,7473,584,93,587900
97A,4-Room,#10,7487,586,93,587900
97A,4-Room,#10,7501,588,93,587900
97A,4-Room,#10,7518,590,93,587900
97A,4-Room,#10,7536,592,93,587900
97A,4-Room,#10,7554,594,93,587900
97A,4-Room,#10,7572,596,93,587900
97A,4-Room,#10,7590,598,93,587900
97A,4-Room,#10,7608,600,93,587900
97A,4-Room,#09,7436,580,93,585500
97A,4-Room,#09,7454,582,93,585500
97A,4-Room,#09,7472,584,93,585500
97A,4-Room,#09,7486,586,93,585500
97A,4-Room,#09,7500,588,93,585500
97A,4-Room,#09,7535,592,93,585500
97A,4-Room,#09,7553,594,93,585500
97A,4-Room,#09,7571,596,93,585500
97A,4-Room,#09,7589,598,93,585500
97A,4-Room,#09,7607,600,93,585500
97A,4-Room,#08,7435,580,93,583100
97A,4-Room,#08,7453,582,93,583100
97A,4-Room,#08,7471,584,93,583100
97A,4-Room,#08,7485,586,93,583100
97A,4-Room,#08,7499,588,93,583100
97A,4-Room,#08,7517,590,93,583100
97A,4-Room,#08,7534,592,93,570900
97A,4-Room,#08,7552,594,93,570900
97A,4-Room,#08,7570,596,93,583100
97A,4-Room,#08,7588,598,93,583100
97A,4-Room,#08,7606,600,93,583100
97A,4-Room,#07,7434,580,93,577000
97A,4-Room,#07,7452,582,93,577000
97A,4-Room,#07,7470,584,93,577000
97A,4-Room,#07,7484,586,93,577000
97A,4-Room,#07,7498,588,93,577000
97A,4-Room,#07,7516,590,93,577000
97A,4-Room,#07,7533,592,93,552600
97A,4-Room,#07,7551,594,93,552600
97A,4-Room,#07,7569,596,93,577000
97A,4-Room,#07,7587,598,93,577000
97A,4-Room,#07,7605,600,93,577000
97A,4-Room,#06,7433,580,93,570900
97A,4-Room,#06,7451,582,93,570900
97A,4-Room,#06,7469,584,93,570900
97A,4-Room,#06,7483,586,93,570900
97A,4-Room,#06,7497,588,93,570900
97A,4-Room,#06,7515,590,93,570900
97A,4-Room,#06,7532,592,93,534300
97A,4-Room,#06,7550,594,93,534300
97A,4-Room,#06,7568,596,93,570900
97A,4-Room,#06,7586,598,93,570900
97A,4-Room,#06,7604,600,93,570900
97A,4-Room,#05,7432,580,93,564800
97A,4-Room,#05,7450,582,93,564800
97A,4-Room,#05,7468,584,93,564800
97A,4-Room,#05,7482,586,93,564800
97A,4-Room,#05,7496,588,93,564800
97A,4-Room,#05,7514,590,93,564800
97A,4-Room,#05,7531,592,93,528200
97A,4-Room,#05,7549,594,93,528200
97A,4-Room,#05,7567,596,93,564800
97A,4-Room,#05,7585,598,93,564800
97A,4-Room,#05,7603,600,93,564800
97A,4-Room,#04,7431,580,93,555600
97A,4-Room,#04,7449,582,93,549500
97A,4-Room,#04,7467,584,93,549500
97A,4-Room,#04,7481,586,93,555600
97A,4-Room,#04,7495,588,93,555600
97A,4-Room,#04,7513,590,93,555600
97A,4-Room,#04,7530,592,93,512900
97A,4-Room,#04,7548,594,93,512900
97A,4-Room,#04,7566,596,93,555600
97A,4-Room,#04,7584,598,93,555600
97A,4-Room,#04,7602,600,93,555600
97A,4-Room,#03,7430,580,93,546400
97A,4-Room,#03,7448,582,93,534200
97A,4-Room,#03,7466,584,93,534200
97A,4-Room,#03,7480,586,93,546400
97A,4-Room,#03,7494,588,93,546400
97A,4-Room,#03,7512,590,93,546400
97A,4-Room,#03,7529,592,93,497600
97A,4-Room,#03,7547,594,93,497600
97A,4-Room,#03,7565,596,93,546400
97A,4-Room,#03,7583,598,93,546400
97A,4-Room,#03,7601,600,93,546400
97A,4-Room,#02,7429,580,93,537200
97A,4-Room,#02,7447,582,93,512800
97A,4-Room,#02,7465,584,93,525000
97A,4-Room,#02,7479,586,93,537200
97A,4-Room,#02,7493,588,93,537200
97A,4-Room,#02,7511,590,93,537200
97A,4-Room,#02,7528,592,93,488400
97A,4-Room,#02,7546,594,93,488400
97A,4-Room,#02,7564,596,93,537200
97A,4-Room,#02,7582,598,93,537200
97A,4-Room,#02,7600,600,93,537200
97B,4-Room,#19,7635,602,93,613200
97B,4-Room,#19,7653,604,93,613200
97B,4-Room,#19,7671,606,93,613200
97B,4-Room,#19,7689,608,93,613200
97B,4-Room,#19,7707,610,93,613200
97B,4-Room,#19,7725,612,93,613200
97B,4-Room,#19,7771,618,93,613200
97B,4-Room,#19,7789,620,93,613200
97B,4-Room,#18,7634,602,93,613200
97B,4-Room,#18,7652,604,93,613200
97B,4-Room,#18,7670,606,93,613200
97B,4-Room,#18,7688,608,93,613200
97B,4-Room,#18,7706,610,93,613200
97B,4-Room,#18,7724,612,93,613200
97B,4-Room,#18,7770,618,93,613200
97B,4-Room,#18,7788,620,93,613200
97B,4-Room,#17,7633,602,93,610800
97B,4-Room,#17,7651,604,93,610800
97B,4-Room,#17,7669,606,93,610800
97B,4-Room,#17,7687,608,93,610800
97B,4-Room,#17,7705,610,93,610800
97B,4-Room,#17,7723,612,93,610800
97B,4-Room,#17,7769,618,93,610800
97B,4-Room,#17,7787,620,93,610800
97B,4-Room,#16,7632,602,93,608400
97B,4-Room,#16,7650,604,93,608400
97B,4-Room,#16,7668,606,93,608400
97B,4-Room,#16,7686,608,93,608400
97B,4-Room,#16,7704,610,93,608400
97B,4-Room,#16,7722,612,93,608400
97B,4-Room,#16,7768,618,93,608400
97B,4-Room,#16,7786,620,93,608400
97B,4-Room,#15,7631,602,93,606000
97B,4-Room,#15,7649,604,93,606000
97B,4-Room,#15,7667,606,93,606000
97B,4-Room,#15,7685,608,93,606000
97B,4-Room,#15,7703,610,93,606000
97B,4-Room,#15,7721,612,93,606000
97B,4-Room,#15,7739,614,93,603600
97B,4-Room,#15,7753,616,93,603600
97B,4-Room,#15,7767,618,93,606000
97B,4-Room,#15,7785,620,93,606000
97B,4-Room,#14,7630,602,93,603600
97B,4-Room,#14,7648,604,93,603600
97B,4-Room,#14,7666,606,93,603600
97B,4-Room,#14,7684,608,93,603600
97B,4-Room,#14,7702,610,93,603600
97B,4-Room,#14,7720,612,93,603600
97B,4-Room,#14,7738,614,93,603600
97B,4-Room,#14,7752,616,93,603600
97B,4-Room,#14,7766,618,93,603600
97B,4-Room,#14,7784,620,93,603600
97B,4-Room,#13,7629,602,93,601200
97B,4-Room,#13,7647,604,93,601200
97B,4-Room,#13,7665,606,93,595100
97B,4-Room,#13,7683,608,93,595100
97B,4-Room,#13,7701,610,93,601200
97B,4-Room,#13,7719,612,93,601200
97B,4-Room,#13,7737,614,93,601200
97B,4-Room,#13,7751,616,93,601200
97B,4-Room,#13,7765,618,93,601200
97B,4-Room,#13,7783,620,93,601200
97B,4-Room,#12,7628,602,93,598800
97B,4-Room,#12,7646,604,93,598800
97B,4-Room,#12,7664,606,93,586600
97B,4-Room,#12,7682,608,93,586600
97B,4-Room,#12,7700,610,93,598800
97B,4-Room,#12,7718,612,93,598800
97B,4-Room,#12,7736,614,93,598800
97B,4-Room,#12,7750,616,93,598800
97B,4-Room,#12,7764,618,93,598800
97B,4-Room,#12,7782,620,93,598800
97B,4-Room,#11,7627,602,93,596400
97B,4-Room,#11,7645,604,93,596400
97B,4-Room,#11,7663,606,93,584200
97B,4-Room,#11,7681,608,93,584200
97B,4-Room,#11,7699,610,93,596400
97B,4-Room,#11,7717,612,93,596400
97B,4-Room,#11,7735,614,93,596400
97B,4-Room,#11,7749,616,93,596400
97B,4-Room,#11,7763,618,93,596400
97B,4-Room,#11,7781,620,93,596400
97B,4-Room,#10,7626,602,93,594000
97B,4-Room,#10,7644,604,93,594000
97B,4-Room,#10,7662,606,93,581800
97B,4-Room,#10,7680,608,93,581800
97B,4-Room,#10,7698,610,93,594000
97B,4-Room,#10,7716,612,93,594000
97B,4-Room,#10,7734,614,93,594000
97B,4-Room,#10,7748,616,93,594000
97B,4-Room,#10,7762,618,93,594000
97B,4-Room,#10,7780,620,93,594000
97B,4-Room,#09,7625,602,93,591600
97B,4-Room,#09,7643,604,93,591600
97B,4-Room,#09,7661,606,93,579400
97B,4-Room,#09,7679,608,93,579400
97B,4-Room,#09,7697,610,93,591600
97B,4-Room,#09,7715,612,93,591600
97B,4-Room,#09,7733,614,93,591600
97B,4-Room,#09,7747,616,93,591600
97B,4-Room,#09,7761,618,93,591600
97B,4-Room,#09,7779,620,93,591600
97B,4-Room,#08,7624,602,93,589200
97B,4-Room,#08,7642,604,93,589200
97B,4-Room,#08,7660,606,93,577000
97B,4-Room,#08,7678,608,93,577000
97B,4-Room,#08,7696,610,93,589200
97B,4-Room,#08,7714,612,93,589200
97B,4-Room,#08,7732,614,93,589200
97B,4-Room,#08,7746,616,93,589200
97B,4-Room,#08,7760,618,93,589200
97B,4-Room,#08,7778,620,93,589200
97B,4-Room,#07,7623,602,93,583100
97B,4-Room,#07,7641,604,93,583100
97B,4-Room,#07,7659,606,93,570900
97B,4-Room,#07,7677,608,93,570900
97B,4-Room,#07,7695,610,93,583100
97B,4-Room,#07,7713,612,93,583100
97B,4-Room,#07,7731,614,93,583100
97B,4-Room,#07,7745,616,93,583100
97B,4-Room,#07,7759,618,93,583100
97B,4-Room,#07,7777,620,93,583100
97B,4-Room,#06,7622,602,93,577000
97B,4-Room,#06,7640,604,93,577000
97B,4-Room,#06,7658,606,93,564800
97B,4-Room,#06,7676,608,93,564800
97B,4-Room,#06,7694,610,93,577000
97B,4-Room,#06,7712,612,93,577000
97B,4-Room,#06,7730,614,93,577000
97B,4-Room,#06,7744,616,93,577000
97B,4-Room,#06,7758,618,93,577000
97B,4-Room,#06,7776,620,93,577000
97B,4-Room,#05,7621,602,93,570900
97B,4-Room,#05,7639,604,93,570900
97B,4-Room,#05,7657,606,93,558700
97B,4-Room,#05,7675,608,93,558700
97B,4-Room,#05,7693,610,93,570900
97B,4-Room,#05,7711,612,93,570900
97B,4-Room,#05,7729,614,93,570900
97B,4-Room,#05,7743,616,93,570900
97B,4-Room,#05,7757,618,93,570900
97B,4-Room,#05,7775,620,93,570900
97B,4-Room,#04,7620,602,93,561700
97B,4-Room,#04,7638,604,93,561700
97B,4-Room,#04,7656,606,93,549500
97B,4-Room,#04,7674,608,93,549500
97B,4-Room,#04,7692,610,93,561700
97B,4-Room,#04,7710,612,93,561700
97B,4-Room,#04,7728,614,93,555600
97B,4-Room,#04,7742,616,93,549500
97B,4-Room,#04,7756,618,93,555600
97B,4-Room,#04,7774,620,93,561700
97B,4-Room,#03,7619,602,93,552500
97B,4-Room,#03,7637,604,93,552500
97B,4-Room,#03,7655,606,93,540300
97B,4-Room,#03,7673,608,93,540300
97B,4-Room,#03,7691,610,93,552500
97B,4-Room,#03,7709,612,93,552500
97B,4-Room,#03,7727,614,93,540300
97B,4-Room,#03,7741,616,93,528100
97B,4-Room,#03,7755,618,93,540300
97B,4-Room,#03,7773,620,93,552500
97B,4-Room,#02,7618,602,93,543300
97B,4-Room,#02,7636,604,93,543300
97B,4-Room,#02,7654,606,93,531100
97B,4-Room,#02,7672,608,93,531100
97B,4-Room,#02,7690,610,93,531100
97B,4-Room,#02,7708,612,93,531100
97B,4-Room,#02,7726,614,93,531100
97B,4-Room,#02,7740,616,93,518900
97B,4-Room,#02,7754,618,93,518900
97B,4-Room,#02,7772,620,93,543300
99A,4-Room,#19,7807,622,93,613200
99A,4-Room,#19,7825,624,93,613200
99A,4-Room,#19,7842,626,93,601000
99A,4-Room,#19,7860,628,93,613200
99A,4-Room,#19,7878,630,93,601000
99A,4-Room,#19,7896,632,93,613200
99A,4-Room,#19,7914,634,93,613200
99A,4-Room,#19,7932,636,93,613200
99A,4-Room,#19,7950,638,93,613200
99A,4-Room,#18,7806,622,93,613200
99A,4-Room,#18,7824,624,93,613200
99A,4-Room,#18,7841,626,93,601000
99A,4-Room,#18,7859,628,93,613200
99A,4-Room,#18,7877,630,93,601000
99A,4-Room,#18,7895,632,93,613200
99A,4-Room,#18,7913,634,93,613200
99A,4-Room,#18,7931,636,93,613200
99A,4-Room,#18,7949,638,93,613200
99A,4-Room,#17,7805,622,93,610800
99A,4-Room,#17,7823,624,93,610800
99A,4-Room,#17,7840,626,93,598600
99A,4-Room,#17,7858,628,93,610800
99A,4-Room,#17,7876,630,93,598600
99A,4-Room,#17,7894,632,93,610800
99A,4-Room,#17,7912,634,93,610800
99A,4-Room,#17,7930,636,93,610800
99A,4-Room,#17,7948,638,93,610800
99A,4-Room,#16,7804,622,93,608400
99A,4-Room,#16,7822,624,93,608400
99A,4-Room,#16,7839,626,93,596200
99A,4-Room,#16,7857,628,93,608400
99A,4-Room,#16,7875,630,93,596200
99A,4-Room,#16,7893,632,93,608400
99A,4-Room,#16,7911,634,93,608400
99A,4-Room,#16,7929,636,93,608400
99A,4-Room,#16,7947,638,93,608400
99A,4-Room,#15,7803,622,93,606000
99A,4-Room,#15,7821,624,93,606000
99A,4-Room,#15,7838,626,93,593800
99A,4-Room,#15,7856,628,93,606000
99A,4-Room,#15,7874,630,93,593800
99A,4-Room,#15,7892,632,93,606000
99A,4-Room,#15,7910,634,93,606000
99A,4-Room,#15,7928,636,93,606000
99A,4-Room,#15,7946,638,93,606000
99A,4-Room,#14,7802,622,93,603600
99A,4-Room,#14,7820,624,93,603600
99A,4-Room,#14,7837,626,93,591400
99A,4-Room,#14,7855,628,93,603600
99A,4-Room,#14,7873,630,93,591400
99A,4-Room,#14,7891,632,93,603600
99A,4-Room,#14,7909,634,93,603600
99A,4-Room,#14,7927,636,93,603600
99A,4-Room,#14,7945,638,93,603600
99A,4-Room,#13,7801,622,93,601200
99A,4-Room,#13,7819,624,93,601200
99A,4-Room,#13,7836,626,93,589000
99A,4-Room,#13,7854,628,93,601200
99A,4-Room,#13,7872,630,93,589000
99A,4-Room,#13,7890,632,93,601200
99A,4-Room,#13,7908,634,93,601200
99A,4-Room,#13,7926,636,93,601200
99A,4-Room,#13,7944,638,93,601200
99A,4-Room,#12,7800,622,93,598800
99A,4-Room,#12,7818,624,93,598800
99A,4-Room,#12,7835,626,93,586600
99A,4-Room,#12,7853,628,93,592700
99A,4-Room,#12,7871,630,93,586600
99A,4-Room,#12,7889,632,93,598800
99A,4-Room,#12,7907,634,93,598800
99A,4-Room,#12,7925,636,93,598800
99A,4-Room,#12,7943,638,93,598800
99A,4-Room,#11,7799,622,93,596400
99A,4-Room,#11,7817,624,93,596400
99A,4-Room,#11,7834,626,93,584200
99A,4-Room,#11,7852,628,93,584200
99A,4-Room,#11,7870,630,93,584200
99A,4-Room,#11,7888,632,93,596400
99A,4-Room,#11,7906,634,93,596400
99A,4-Room,#11,7924,636,93,596400
99A,4-Room,#11,7942,638,93,596400
99A,4-Room,#10,7798,622,93,594000
99A,4-Room,#10,7816,624,93,594000
99A,4-Room,#10,7833,626,93,581800
99A,4-Room,#10,7851,628,93,581800
99A,4-Room,#10,7869,630,93,581800
99A,4-Room,#10,7887,632,93,594000
99A,4-Room,#10,7905,634,93,594000
99A,4-Room,#10,7923,636,93,594000
99A,4-Room,#10,7941,638,93,594000
99A,4-Room,#09,7797,622,93,591600
99A,4-Room,#09,7815,624,93,591600
99A,4-Room,#09,7850,628,93,579400
99A,4-Room,#09,7868,630,93,579400
99A,4-Room,#09,7886,632,93,591600
99A,4-Room,#09,7904,634,93,591600
99A,4-Room,#09,7922,636,93,591600
99A,4-Room,#09,7940,638,93,591600
99A,4-Room,#08,7796,622,93,589200
99A,4-Room,#08,7814,624,93,589200
99A,4-Room,#08,7832,626,93,577000
99A,4-Room,#08,7849,628,93,564800
99A,4-Room,#08,7867,630,93,577000
99A,4-Room,#08,7885,632,93,589200
99A,4-Room,#08,7903,634,93,589200
99A,4-Room,#08,7921,636,93,589200
99A,4-Room,#08,7939,638,93,589200
99A,4-Room,#07,7795,622,93,583100
99A,4-Room,#07,7813,624,93,583100
99A,4-Room,#07,7831,626,93,570900
99A,4-Room,#07,7848,628,93,558700
99A,4-Room,#07,7866,630,93,570900
99A,4-Room,#07,7884,632,93,583100
99A,4-Room,#07,7902,634,93,583100
99A,4-Room,#07,7920,636,93,583100
99A,4-Room,#07,7938,638,93,583100
99A,4-Room,#06,7794,622,93,577000
99A,4-Room,#06,7812,624,93,577000
99A,4-Room,#06,7830,626,93,564800
99A,4-Room,#06,7847,628,93,552600
99A,4-Room,#06,7865,630,93,564800
99A,4-Room,#06,7883,632,93,577000
99A,4-Room,#06,7901,634,93,577000
99A,4-Room,#06,7919,636,93,577000
99A,4-Room,#06,7937,638,93,577000
99A,4-Room,#05,7793,622,93,570900
99A,4-Room,#05,7811,624,93,570900
